text,author_id,id,source,lang,created_at,sentiment
Beberapa hari ini @IndiHome dirumah sering banget error. Kenapa ya? Mulai dari gada jaringan padahal normal bahkan sering lampu indikator los.,253900825,1388964904116178944,Twitter for Android,in,2021-05-02T21:13:33.000Z,negatif
INDIHOME BANGKE LEMOT BGT JKSIAHSKAHSAKJAJ,1379701727729840129,1388965078859325440,Twitter for Android,in,2021-05-02T21:14:15.000Z,negatif
Anak jaman sekarang maunya lihat YouTube aja untung ada Indihome dirumah ...... https://t.co/Un7HtAueXu,164114428,1388966202047832065,Twitter Web App,in,2021-05-02T21:18:42.000Z,positif
Indihome cacat,1290442048923996161,1389014087795834880,Twitter for Android,ca,2021-05-03T00:28:59.000Z,negatif
Halo @IndiHome @IndiHomeCare tolong di reply ya tweet saya mengenai problem gak bisa nyala internet &amp; tv kabel nya ya. Thanks,371664447,1389017178674892801,Twitter for iPhone,in,2021-05-03T00:41:16.000Z,negatif
agaknya youtube meremehkan wifi indihome saya yang sangat lancar 😔🤌🏻,1358575372183347200,1389022752011481090,Twitter for iPhone,in,2021-05-03T01:03:25.000Z,positif
"@IndiHomeCare @IndiHome wifi mati, lost signal, ada lampu merah berkedip. Mohon tindak lanjutnya karena dipakai kerja. Terimakasih",133058277,1389023077737009153,Twitter Web App,in,2021-05-03T01:04:43.000Z,negatif
"@IndiHomeCare Selamat Pagi, pasukan seribu satu alasan. Selamat juga buat BASI kalian yang sudah memasuki bulan yang ke-2 👍 @indihome",3071275652,1389024000970395648,Twitter for Android,in,2021-05-03T01:08:23.000Z,negatif
Selamat pagi..indihome sy mati hampir sudah 3 hari..PON nya merah terus..terima kasih,887519451242840064,1389026954301435904,Twitter for Android,in,2021-05-03T01:20:07.000Z,negatif
"halo indihome, PENTING! lampu los tiba tiba merah dan sampai sekarang masih seperti itu. Apa ada kendala? @IndiHome @IndiHomeCare",1464056066,1389028510316912641,Twitter for Android,in,2021-05-03T01:26:18.000Z,negatif
"@IndiHomeCare Indihome bagaimana sih?, Tiga hari tidak bisa akses! Baru benar 2 hari sekarang internet gak bisa di akses!!! Rugi nih bayar tapi bisa seminggu gak ada akses...",273702048,1389031390566518786,Twitter for Android,in,2021-05-03T01:37:45.000Z,negatif
indihome mah ih nyebelin banget,1320778660924641285,1389033763074580484,Twitter for iPad,in,2021-05-03T01:47:10.000Z,negatif
Indihome gakjelas,1371186738094170120,1389044745498894336,Twitter for Android,in,2021-05-03T02:30:49.000Z,negatif
aku cinta kamu indihome 😊💗,1240482515531345920,1389045272458629121,Twitter for Android,in,2021-05-03T02:32:54.000Z,positif
indihome knp putus nyambung gini,1204008455654129665,1389045426590949378,Twitter for Android,in,2021-05-03T02:33:31.000Z,negatif
indihome lo lemot banget 👎💔,1208931671891795968,1389045929924202496,Twitter for Android,in,2021-05-03T02:35:31.000Z,negatif
@IndiHomeCare pagi min. saya mau melakukan pemutusan indihome karena tagihan terus naik,255426893,1389046226314665984,Twitter for iPhone,in,2021-05-03T02:36:42.000Z,negatif
"Lg puasa gini dr pd cuma mengkhayal dpt THR yg tak kunjung turun, mending ikutan lomba IndiHome THR Challenge. Kesempatan besar utk bs dptin hadiahnya yg oke2 bgt! #IndiHomeTHRChallenge #FestivalSobatIndiHome https://t.co/8JuX5y6k7N",50802747,1389046796672847878,Twitter for iPhone,in,2021-05-03T02:38:58.000Z,positif
"sales indihome aneh bgt ye emg. gak profesional bgt anjir, spam bgt ga sabaran. ga dibales 5 menit udah nge p p aje. poor @IndiHome",182209750,1389047777519276033,Twitter for iPhone,in,2021-05-03T02:42:52.000Z,negatif
"Pagi-pagi udah ngamuk sama Call Center IndiHome, habis ini buka puasa.",829320087664365569,1389049052466094086,Twitter for Android,in,2021-05-03T02:47:56.000Z,negatif
godaan puasa datang dalam bentuk gangguan mati nyala wifi indihome ya allaaah,956097341877923841,1389051276747436032,Twitter for iPhone,in,2021-05-03T02:56:46.000Z,negatif
